1893,6337,3.5828042052669926,3,5,5,5,5,2,2.0,2.0,2.0,2.0,2.0,3.1755102040816325,2
1893,14289,3.5828042052669926,5,5,5,4,5,2,2.0,2.0,2.0,2.0,2.0,4.0,2
3530,4972,3.5828042052669926,4,3,4,4,3,3,3,2,4,5,3.5,3.416555407209613,4
3530,6337,3.5828042052669926,4,5,5,4,4,4,3,3,2,4,3.5,3.1755102040816325,5
3530,7240,3.5828042052669926,4,4,3,4,3,3,3,4,4,5,3.5,3.3817292006525284,2
3530,13614,3.5828042052669926,5,3,5,5,3,3,3,5,2,4,3.5,4.088426527958387,4
3530,14712,3.5828042052669926,4,4,5,3,5,3,4,2,4,5,3.5,3.2873563218390807,3
3530,16879,3.5828042052669926,3,4,5,5,5,3,2,4,4,5,3.5,3.738095238095238,3
3621,4972,3.5828042052669926,4,4,4,3,3,5,3,4,5,4,3.7142857142857144,3.416555407209613,2
3621,5939,3.5828042052669926,4,4,5,4,2,5,2,4,3,5,3.7142857142857144,3.480769230769231,4
3621,6450,3.5828042052669926,4,5,2,5,5,4,3,2,5,5,3.7142857142857144,4.177464788732395,3
3621,13614,3.5828042052669926,4,5,4,5,5,4,5,5,2,3,3.7142857142857144,4.088426527958387,4
3621,14712,3.5828042052669926,3,4,5,5,3,4,2,3,4,5,3.7142857142857144,3.2873563218390807,5
3621,15563,3.5828042052669926,3,4,4,3,3,2,5,4,4,5,3.7142857142857144,3.4926108374384235,3
3621,16532,3.5828042052669926,5,3,4,3,2,4,5,4,2,3,3.7142857142857144,3.6447876447876446,5
5170,5875,3.5828042052669926,5,4,4,4,3,5,5,5,4.75,4.75,4.75,3.696969696969697,4
5170,7610,3.5828042052669926,1,4,1,3,2,5,4,5,4.75,4.75,4.75,3.5483870967741935,5
5170,15755,3.5828042052669926,5,5,5,3,4,4,5,5,4.75,4.75,4.75,3.887410440122825,5
5170,16607,3.5828042052669926,5,3,3,3,4,4,5,5,4.75,4.75,4.75,3.5625,5
6339,5589,3.5828042052669926,3,3,3,4,4,3,3.5,3.5,3.5,3.5,3.5,3.0697674418604652,4
6339,7240,3.5828042052669926,5,4,5,3,5,4,3.5,3.5,3.5,3.5,3.5,3.3817292006525284,3
6504,4972,3.5828042052669926,3,3,4,3,4,5,4,3,4,4,4.105263157894737,3.416555407209613,5
6504,5154,3.5828042052669926,4,4,4,5,5,4,5,3,3,5,4.105263157894737,3.682926829268293,5
6504,5589,3.5828042052669926,3,4,4,3,4,3,5,5,4,4,4.105263157894737,3.0697674418604652,3
6504,5730,3.5828042052669926,2,5,4,4,3,5,5,5,4,5,4.105263157894737,3.4651162790697674,4
6504,6133,3.5828042052669926,3,3,2,4,4,4,5,3,4,5,4.105263157894737,3.5714285714285716,4
6504,6337,3.5828042052669926,3,3,3,3,4,3,4,3,4,4,4.105263157894737,3.1755102040816325,5
6504,7294,3.5828042052669926,4,3,2,4,4,4,3,4,4,5,4.105263157894737,3.525714285714286,5
6504,7356,3.5828042052669926,3,4,3,4,2,3,3,4,4,5,4.105263157894737,3.3773584905660377,5
6504,7645,3.5828042052669926,2,4,4,5,4,4,4,3,5,4,4.105263157894737,3.711340206185567,4
6504,9032,3.5828042052669926,3,3,3,3,4,3,4,4,5,5,4.105263157894737,3.269035532994924,4
6504,13614,3.5828042052669926,1,2,3,4,4,3,4,4,4,5,4.105263157894737,4.088426527958387,3
6504,14670,3.5828042052669926,3,3,3,3,4,4,4,3,5,4,4.105263157894737,3.6688741721854305,3
6504,14712,3.5828042052669926,3,3,4,3,3,4,5,3,4,4,4.105263157894737,3.2873563218390807,5
6504,15058,3.5828042052669926,3,3,2,4,3,4,4,3,5,5,4.105263157894737,3.553872053872054,4
6504,15481,3.5828042052669926,4,3,2,2,4,5,4,5,3,5,4.105263157894737,3.0135135135135136,3
6504,15755,3.5828042052669926,5,3,4,4,4,4,3,4,3,5,4.105263157894737,3.887410440122825,4
6504,15902,3.5828042052669926,5,3,5,3,5,3,4,5,5,5,4.105263157894737,4.093896713615023,4
6504,16607,3.5828042052669926,3,4,5,4,4,5,5,3,3,5,4.105263157894737,3.5625,4
6504,16879,3.5828042052669926,4,5,4,2,4,4,4,3,5,3,4.105263157894737,3.738095238095238,4
6713,14712,3.5828042052669926,3,3,2,4,2,4.0,4.0,4.0,4.0,4.0,4.0,3.2873563218390807,4
7805,4972,3.5828042052669926,3,3,4,4,4,3,3,3.0,3.0,3.0,3.0,3.416555407209613,3
7805,5730,3.5828042052669926,4,5,4,1,5,3,3,3.0,3.0,3.0,3.0,3.4651162790697674,3
7805,15563,3.5828042052669926,3,3,4,4,4,3,3,3.0,3.0,3.0,3.0,3.4926108374384235,3
7997,4972,3.5828042052669926,4,5,5,4,4,4,4,4.0,4.0,4.0,4.0,3.416555407209613,4
7997,14648,3.5828042052669926,3,4,5,5,5,4,4,4.0,4.0,4.0,4.0,4.381818181818182,4
7997,14712,3.5828042052669926,4,5,5,5,4,4,4,4.0,4.0,4.0,4.0,3.2873563218390807,4
8212,5423,3.5828042052669926,3,5,3,3,5,4,4,3,5,4,3.4444444444444446,3.0714285714285716,3
8212,5884,3.5828042052669926,5,3,5,4,5,3,4,1,4,4,3.4444444444444446,3.7708333333333335,3
8212,5939,3.5828042052669926,2,2,3,2,2,3,3,4,4,3,3.4444444444444446,3.480769230769231,1
8212,6029,3.5828042052669926,5,5,5,2,5,4,5,4,3,3,3.4444444444444446,4.024079320113314,5
8212,6339,3.5828042052669926,5,2,5,3,3,3,4,4,4,1,3.4444444444444446,3.782978723404255,3
